"ENSG00000099953","ENSG00000101605","ENSG00000117650","ENSG00000119927","ENSG00000123500","ENSG00000230838","ENSG00000022267","ENSG00000079308","ENSG00000060718","ENSG00000090889","ENSG00000127564","ENSG00000133800","ENSG00000203805","ENSG00000134962","ENSG00000095637","ENSG00000170145","ENSG00000105974","ENSG00000183856","ENSG00000163815","ENSG00000169418","ENSG00000173641","ENSG00000056998","ENSG00000181856","ENSG00000120049","ENSG00000175063","ENSG00000131471","ENSG00000158402","ENSG00000088325","ENSG00000029559","ENSG00000123612","ENSG00000143228","ENSG00000105011","ENSG00000276043","ENSG00000172901","ENSG00000077152","ENSG00000135437","ENSG00000025423","ENSG00000152253","ENSG00000123485","ENSG00000148180","ENSG00000145708","ENSG00000076555","ENSG00000166803","ENSG00000124743","ENSG00000165410","ENSG00000137745","ENSG00000170312","ENSG00000169607","ENSG00000115306","ENSG00000279204","ENSG00000135451","ENSG00000143476","ENSG00000183549","ENSG00000068976","ENSG00000165028","ENSG00000121691","ENSG00000138180","ENSG00000112984","ENSG00000168078","ENSG00000123243","ENSG00000122641","ENSG00000117724","ENSG00000169679","ENSG00000166851","ENSG00000165304","ENSG00000108960","ENSG00000079435","ENSG00000104415","ENSG00000155886","ENSG00000072571","ENSG00000161888","ENSG00000280339","ENSG00000186642","ENSG00000237649","ENSG00000186185","ENSG00000258311","ENSG00000075702","ENSG00000171848","ENSG00000126787","ENSG00000185271","ENSG00000175445","ENSG00000135424","ENSG00000066279","ENSG00000077616","ENSG00000164330","ENSG00000170509","ENSG00000176438","ENSG00000134057","ENSG00000164611","ENSG00000109674","ENSG00000174371","ENSG00000122729","ENSG00000286214","ENSG00000100526","ENSG00000123975","ENSG00000087586","ENSG00000142945","ENSG00000170373","ENSG00000138640","ENSG00000122952","sample_type"
5539.76488891217,129.532294846777,2596.6706548354,1463.01204334693,1330.46736955023,98.4043790308851,1263.19090633524,8504.94990195507,472.943495138233,1328.45911691695,749.078232214697,149.614821179611,94.3878737643183,46.1898105655175,1535.30913814514,2446.05170733914,6624.22131088519,1442.9295170141,131.540547480061,683.810021632987,89.3672421811099,356.464842407798,134.552926429986,184.75924226207,1591.54021187707,2286.39562299312,267.097600226688,3567.6608030279,25.1031579160421,95.39200008096,568.335495219193,1099.51831672264,523.149810970318,23.0949052827587,2239.20168611096,18.0742736995503,136.561179063269,387.59275822369,453.865095122041,20576.5564806214,26.1072842326838,2772.39276024769,612.517053151427,32.1320421325339,1017.17995875803,23.0949052827587,1548.36278026148,484.993010937934,14017.6033803179,34.1402947658173,694.855411116046,1911.85650688577,57.235200048576,42.1733052989507,125.515789580211,5693.39621535835,1261.18265370196,877.606400744832,591.430400501952,3369.84791864949,1618.6516224264,7009.8058164756,1269.21566423509,1111.56783252234,1147.71637992145,681.801768999704,880.618779694757,925.804463943633,29.1196631826088,917.7714534105,838.445474395807,114.470400097152,1004.12631664168,1249.13313790226,543.232337303151,18.0742736995503,551.265347836285,2383.79587570736,835.433095445881,15.0618947496253,2056.45069648217,1000.10981137512,1990.17835958382,33.1361684491756,862.544505995207,8.03301053313348,663.727495300153,2508.30753897093,1500.16471706268,120.495157997002,805.309305946631,1340.50863271665,45.1856842488758,523.149810970318,2637.8398338177,1147.71637992145,1135.66686412175,676.781137416495,487.001263571217,1836.54703313764,"Tumor"
14854.8660077077,172.911322670364,1043.67103279959,1882.63987194459,11403.6180381751,434.992161516027,1730.66400089799,14945.5862980774,22725.8204311466,1028.93867795324,410.179774406378,100.800322632947,982.415452122649,100.024935535771,5651.02116422247,2429.28777545403,5089.64090586667,1933.04003326106,65.9079032600041,470.659967986147,323.336419522608,408.629000212025,80.6402581063579,176.788258156246,777.713258468048,1859.37825902929,269.059322720252,2937.94171120183,68.2340645515336,65.9079032600041,622.635839032744,1018.85864568995,1023.510968273,31.7908709842373,699.39916165322,16.2831290407069,334.19183888308,352.025742118139,531.140161565915,24994.6030774851,11.6308064576478,2894.52003375994,158.954354921186,220.209935598131,1101.82506508783,3722.63345354447,1885.74142033329,520.284742205444,15911.7186211593,20.935451623766,362.105774381434,1527.51258143774,66.6832903571806,34.8924193729433,202.376032363071,3845.14461489836,923.486032737234,810.279516549462,504.777000261914,1208.82848449819,15887.6816211469,6398.49432590063,1018.08325859277,561.380258355799,753.676258455576,771.510161690636,879.288968198172,4204.14884089108,586.192645465448,559.829484161446,382.265838908024,162.831290407069,392.345871171318,1232.86548451066,335.742613077433,17.0585161378834,412.505935697908,1453.0754201088,858.353516574406,6.20309677741215,2687.49167881381,680.014484223807,1825.26122675352,98.4741613414179,456.70300023697,5.42770968023563,872.310484323584,2044.69577525448,793.221000411579,99.2495484385944,548.198677703799,4518.95600234475,310.154838870607,407.853613114849,815.707226229698,796.322548800285,866.882774643348,25.5877742068251,1023.510968273,1960.17858166224,"Tumor"
23537.2119880461,129.068170588261,1831.77519027186,2028.92327501657,13507.4804681023,597.117580413824,1941.69588500362,7707.2136151276,14006.0240061437,974.393771364126,309.90544256632,17.7291443115744,453.866094376303,195.020587427318,3189.82764453846,1774.33276270236,3484.13144011059,1001.34207071772,94.3190477375756,319.124597608338,182.255603522984,1068.00365332924,55.314930252112,97.8648765998904,853.835590045421,2006.93913607022,205.658074014262,2845.17307912145,115.594020911465,121.976512863632,729.022414091937,740.369066451345,633.285034809436,41.8407805753155,1472.22814363313,53.896598707186,254.590512314208,381.53118558508,624.77504553988,14624.4165597315,66.6615826115196,1648.10125520395,202.821410924411,305.650447931542,607.045901228306,1313.37501060143,977.939600226441,568.041783742842,16237.7686920847,25.5299678086671,397.132832579266,2104.80401267011,120.558181318706,30.4941282159079,243.953025727263,6294.55539638136,675.834981157214,1087.15112918574,552.440136748657,912.696349159848,6800.19059214746,11159.4325954774,1171.54185610883,700.655783193418,684.34497042677,723.349087912234,559.531794473287,3008.9903725604,744.624061086123,736.82323758903,385.077014447395,141.833154492595,353.873720459024,872.273900129458,151.761475307076,41.1316148028525,184.383100840373,1900.56427020077,648.177516031158,14.1833154492595,1895.60010979353,523.364340077675,2167.21060064685,119.849015546243,704.201612055733,3.54582886231487,1164.4501983842,2081.40154217883,570.169281060231,172.327282708503,774.409023529568,3929.48754521734,93.6098819651126,254.590512314208,785.046510116512,465.212746735711,730.440745636863,2541.6501285073,983.612926406145,1070.13115064663,"Tumor"
14482.309589762,203.406067189027,1360.08832986096,1349.96862502568,5108.42700084681,172.034982199675,3217.05416713392,8095.76386821999,3949.72079720783,646.649138974071,896.605848405363,1323.65739245397,759.989833129151,49.5865536928474,1698.08647135914,1751.7209069861,5625.54391792936,1315.56162858575,220.609565408995,671.948401062259,211.501831057247,463.482481455594,70.8379338469249,122.448428506827,924.941021944133,1168.82590847426,267.160207651259,1470.39311256545,34.4069964399349,55.6583765940124,627.421699787049,894.581907438308,896.605848405363,23.2753211211325,2166.62880523237,12.14364580233,189.238480419642,411.871986795692,458.422629037957,35687.1391015972,35.4189669234624,1503.78813852186,223.645476859577,100.185077869222,977.563487087563,579.859087061256,1531.1113415771,349.129816816987,9420.43323115748,24.28729160466,333.950259564074,1377.29182808092,64.7661109457599,60.7182290116499,251.980650398347,3569.21989540149,849.043235679571,681.056135414006,1375.26788711387,1637.36824234749,1560.4584855994,2655.41054877616,759.989833129151,1144.5386168696,727.606777656271,1007.92260159339,656.768843809346,1507.83602045597,302.579174574722,755.941951195041,409.848045828637,166.975129782037,718.499043304524,1131.38300058374,339.010111981712,15.1795572529125,270.196119101842,827.791855525493,523.188739983717,58.6942880445949,706.355397502194,665.876578161094,711.415249919831,73.8738452975074,741.774364425656,9.10773435174748,986.671221439311,1828.63066373419,1185.0174362107,76.9097567480899,459.434599521484,2727.26045310661,202.3940967055,361.273462619317,1614.09292122636,622.361847369411,766.061656030316,0,1009.94654256044,1753.74484795315,"Tumor"
66532.0836065404,118.579409955133,1523.46308599499,1013.00695933099,25680.9122131402,396.394027564301,23898.8330806716,6375.05494473071,51864.3752589474,3189.22146393614,1321.31342521434,93.7342002502478,941.859313357912,7.90529399700885,1665.75837794115,2786.05147008869,3023.21028999896,3356.36196558719,91.475544822531,256.357391045858,135.519325663009,1144.00897413857,182.951089645062,13.5519325663009,1948.09030640575,1017.52427018643,477.705622962106,7849.95693902979,121.967393096708,12.4226048524425,1539.27367398901,1980.84081010765,2014.7206415234,7.90529399700885,1958.25425583048,9.03462171086726,595.155705203381,420.109909555328,1095.44788244266,42403.9969999555,21.4572265633097,915.884775939169,385.100750425717,32.7505037018938,808.59864312262,6886.64039910857,3765.17859800393,825.538558830496,15216.5616165282,11.2932771385841,1358.58123977166,2901.24289690225,57.5957134067788,29.3625205603186,67.7596628315045,3173.41087594213,1620.58526938681,3660.1511206151,478.834950675965,128.743359379858,10469.9972351813,7493.08938145053,3168.89356508669,1722.22476363407,1652.20644537485,917.014103653027,393.006044422726,2982.55449230005,568.051840070779,1508.78182571483,1155.30225127715,55.337057979062,246.193441621133,1507.65249800097,568.051840070779,4.51731085543363,1229.83788039181,9576.6990135193,1638.65451280855,9.03462171086726,442.696463832496,278.943945323027,2640.36819500096,25.9745374187434,635.811502902283,4.51731085543363,444.955119260213,8978.15532517434,2321.89777969289,325.246381591221,2114.10148034294,2269.9487048554,4.51731085543363,1706.41417564005,2178.47316003287,2129.91206833696,2117.48946348451,2503.71954162409,2591.80710330505,2777.01684837782,"Tumor"
7569.37482806409,74.4008805207718,1999.06628153352,1052.58950638403,2344.23757968727,98.7946118390576,386.64064139483,6438.72538146154,2988.23208649001,2041.75531134052,2049.07343073601,30.4921641478573,62.2040148616289,53.6662089002288,4468.93157750996,1323.35992401701,969.650819901862,2580.85677347464,37.810283543343,159.778940134772,34.1512238456002,89.0371193117433,15.8559253568858,146.362387909715,1250.17873006215,490.313999497545,515.927417381745,3770.05117524107,24.3937313182858,39.0299701092573,911.105864737976,2695.50731067058,3485.86420538304,13.4165522250572,1327.01898371475,9.75749252731433,163.437999832515,646.433879934574,909.886178172061,8448.7688420883,15.8559253568858,976.968939297347,628.13858144586,65.8630745593717,828.167178255804,208.566402771344,5050.72206945108,918.423984133461,24570.5858703434,7.31811939548575,642.774820236831,3255.34344442524,102.4536715368,28.0527910160287,117.089910327772,5882.54830740463,1285.54964047366,1911.24884878769,937.93896918809,246.376686314687,1172.11878984363,7573.03388776183,2289.35168422112,1461.18450596532,1072.10449143866,372.004402603859,915.984611001633,669.607924686946,158.559253568858,924.522416963033,957.453954242719,382.981581697087,143.923014777886,1722.19743107098,780.599402185146,15.8559253568858,991.605178088319,5665.44409867188,1309.94337179195,8.53780596140004,496.412432327117,318.33819370363,1967.35443081975,17.0756119228001,213.445149035001,1.21968656591429,182.952984887144,3163.86695198167,907.446805040233,211.005775903172,1105.03602871835,1780.74238623487,68.3024476912003,601.305476995746,1019.65796910435,830.606551387632,1059.90762577952,91.4764924435718,922.083043831204,3756.63462301602,"Tumor"
17143.3565200622,195.332272041697,2076.55247593321,1773.72190652628,4808.58237482513,246.459511032477,7489.48503472628,10193.9848818539,8318.00849734609,3733.59940117284,1672.77838339064,568.954403128165,322.494892095688,197.954181733532,10039.2922100357,4060.02715780628,6307.00376370876,7822.4675655893,273.989562796743,1582.32249902234,348.713989014036,1767.1671322967,89.1449295223852,667.276016571972,3850.27438245949,5114.03485392389,618.770687273027,9720.73018247774,117.985936132569,360.512582627293,1440.73937566326,1013.36809589417,1084.15965757371,108.809252211147,1519.3966664183,107.498297365229,234.66091741922,258.258104645734,2362.34063234321,25814.0118709601,43.2615099152752,2772.66949911536,222.862323805963,192.710362349862,1210.01132278179,473.254699376192,1903.50643627211,629.258326040366,21495.7266085081,49.8162841448623,1266.38238115624,1465.64751773569,171.735084815183,91.7668392142201,264.812878875321,11334.5155978021,1560.03626664174,6300.44898947917,873.095927381008,4100.66675802972,3114.82871389981,10170.3876946274,2401.66927772073,2254.84233497798,1700.30843515491,1137.90880625633,3602.5039165811,753.799036402522,110.120207057064,696.117023182155,432.615099152752,150.759807280504,684.318429568898,4450.69170188967,2030.6690563261,47.1943744530275,2113.2592116189,2505.23471054821,1026.47764435335,43.2615099152752,4895.10539465568,2193.22745721986,1604.60873140293,68.1696519877064,915.046482450366,10.4876387673394,2159.14263122601,4212.0979199327,1094.64729634105,133.717394283578,2387.24877441564,4001.03418974,166.491265431514,373.622131086468,2490.81420724312,2090.9729792383,2968.00177115706,305.452479098761,641.056919653623,3023.06187468559,"Tumor"
74039.7511359721,94.5450287713608,454.036010262465,1133.44098445666,25153.3750963806,822.321878150905,2881.42465592717,6986.43788188369,40032.1241590736,502.407885447812,917.966267721933,69.2597303790201,869.594392536586,94.5450287713608,2120.66698255762,2917.70356231618,3192.54376223293,622.238212611514,141.817543157041,436.446237467793,164.904119950048,733.273653377879,231.965128729734,164.904119950048,568.369533427832,1277.45724921304,152.811151153711,1321.43168119972,26.3846591920077,80.2533383756899,226.468324731399,548.581039033826,386.975001482779,34.0801847896766,400.167331078783,27.4840199916746,427.651351070457,213.275995135395,286.933168713083,27526.8950628617,13.1923295960038,687.100499791866,262.74723112041,166.003480749715,699.193468588203,3281.59198700595,908.07202052493,180.295171145386,9344.56679716938,13.1923295960038,186.891335943388,355.093538292436,566.170811828498,38.4776279883445,131.923295960038,3768.60882125843,483.718751853474,627.735016609849,220.971520733064,872.892474935587,6161.91728213345,1707.30732188283,462.830896659801,755.260869371219,377.080754285776,540.885513436157,1034.49851248663,3922.5193332118,615.642047813512,300.125498309087,108.836719167032,259.449148721409,317.715271103759,833.315486147575,235.263211128735,13.1923295960038,577.164419825167,438.644959067127,315.516549504425,2.19872159933397,1897.49674022522,574.965698225833,460.632175060467,47.2725143856804,660.715840599858,3.29808239900096,770.651920566557,1328.02784599772,502.407885447812,65.9616479800191,169.301563148716,2918.80292311585,191.288779142055,219.872159933397,2018.42642818859,451.837288663131,541.984874235824,16.4904119950048,408.962217476119,1548.99936673078,"Tumor"
3109.77303609973,88.6606710220879,893.256260547536,1646.87196423528,2479.72814264902,130.220360563692,2022.01742849749,9623.56171025375,1393.63492262844,602.892562950198,259.886591933495,48.2092398682603,379.024368619426,50.4257566438125,4075.06609185272,2306.83983415595,4843.08915458155,1554.33238885598,147.952494768109,406.730828313828,58.1835653582452,406.17669911994,58.1835653582452,28.8147180821786,510.907116764782,1670.14539037858,186.187409146385,1172.53737426711,1.1082583877761,284.822405658457,261.548979515159,525.868604999759,483.200657070379,24.9358137249622,667.171549441211,22.71929694941,80.9028623076552,254.345299994615,295.904989536218,45025.7676493735,38.2349143782754,3707.67843630494,183.416763176944,134.653394114796,1077.78128211226,1196.3649296043,986.349965120728,304.771056638427,23002.4569674868,18.2862633983056,232.734261432981,1488.94514397719,54.8587901949169,41.0055603477157,201.148897381362,6028.37150030809,372.928947486657,855.02134616926,662.184386696219,770.239579504389,6323.16823145653,3454.99552389199,592.364108266325,374.591335068321,415.042766222149,783.538680157702,549.142031143057,3954.82005677901,636.140314583481,275.956338556249,119.137776685931,169.563533329743,823.435982117641,750.845057718307,106.392805226505,17.7321342044176,735.88356948333,2590.55398142663,333.031645526718,18.8403925921937,1376.45691761791,441.640967528775,1011.28577884569,106.392805226505,777.443259024933,2.77064596944025,827.314886474858,1841.37131128999,563.549390184146,59.2918237460213,509.244729183117,3217.27409971401,54.8587901949169,213.893868840787,1400.2844729551,421.138187354918,498.716274499244,353.534425700576,1217.97596816593,1230.72093962536,"Tumor"
62030.9329930451,265.003361276406,1369.18403326143,1465.26712331487,13866.959512873,729.921538954312,2120.80175384071,14498.4733708855,26322.8923564936,1442.79607806043,581.922585726845,90.6590446471916,705.12590281149,246.40663416929,4434.54455141776,3218.78351679003,9922.90363890543,3090.93101792861,52.690726803496,399.054769173536,237.883134245195,819.030856342577,60.4393630981277,259.579315870164,1810.08143842598,2318.39197935382,242.532316021974,4631.3599133014,99.9574082007497,315.369497191513,843.826492485399,943.783900686149,809.732492789019,51.1409995445696,754.717175097134,44.167226879401,310.720315414734,354.887542294135,1762.03989339926,29596.6911909755,22.4710452544321,2529.15488656781,91.4339082766548,103.831726348066,919.76312817279,735.345584360554,2553.17565908117,1165.39489871262,35071.1027331328,24.7956361428216,531.556449811739,1046.84076340475,120.103862566792,60.4393630981277,256.479861352311,4570.14568657381,1663.63221245744,1459.84307790862,620.665767200004,1211.88671648041,10283.2152266058,9155.01378210743,2180.46625330938,1396.30426029264,1732.59507547966,1291.69767031511,1050.71508155207,2110.72852665769,284.374952012986,602.069040092888,430.824177981526,72.8371811695386,285.924679271912,2273.44988884496,852.349992409494,31.7694088079902,1118.90308094483,2047.18970904171,998.799218378034,16.2721362187267,2568.67293167043,877.920492181779,3500.05901428517,125.527907973035,643.911676083899,6.19890903570541,1786.06066591262,2002.24761853285,960.830900534339,241.757452392511,392.080996508367,3931.65805589616,59.6644994686646,723.722629918607,1393.97966940425,799.659265605998,2433.07179651437,1478.43980501574,1572.97316781025,2229.28266196556,"Tumor"
